Cylinders,Engine Size(L),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
8,5.3,14.4,17.8,16,295
8,5.3,11.2,13,22,304
4,1.4,6.8,8,35,188
4,1.4,6.2,7.5,38,175
4,1.8,6.7,8.3,34,195
4,1.8,6.8,8,35,187
4,1.4,7.1,8.4,34,195
4,1.4,7,8,35,189
4,1.4,6.8,8,35,188
4,1.4,6.2,7.5,38,175
4,1.8,6.7,8.3,34,195
4,1.8,6.8,8,35,187
4,1.4,7.1,8.4,34,195
4,1.4,7,8,35,189
4,1.4,5.7,6.7,42,157
4,1.4,5.8,6.9,41,162
8,5.3,10.4,13,22,304
8,5.3,10.4,13,22,304
8,5.3,14,17.6,16,288
8,5.3,10.8,13.3,21,312
8,5.3,10.8,13.3,21,312
8,5.3,15.3,19.1,15,317
8,5.3,10.4,13,22,304
8,5.3,10.4,13,22,304
8,5.3,14,17.6,16,288
8,5.3,10.8,13.2,21,310
8,5.3,10.8,13.2,21,310
8,5.3,14.5,18,16,300
6,3.6,10.6,13.4,21,315
6,3.6,10.8,13.7,21,323
4,1.4,7,8.2,34,193
4,1.4,6.9,8.1,35,190
4,1.4,7.6,8.7,32,205
4,2.4,6.4,8.5,33,198
4,2.4,8.5,11.3,25,186
6,3.6,7.5,10.2,28,239
6,3.6,10.1,13.6,21,225
6,3.6,8.1,10.7,26,250
6,3.6,10.8,14.1,20,232
6,3.6,7.7,10.3,27,240
6,3.6,7.7,10.3,27,240
6,3.6,10.3,13.9,20,229
8,5.7,9.3,12.3,23,289
6,3.6,8.6,10.9,26,257
6,3.6,8.6,10.9,26,257
6,3.6,11.7,14.8,19,243
6,3.6,9.5,12,24,282
6,3.6,13.3,16.8,17,279
6,3.6,7.8,10.3,27,242
8,5.7,10,13.1,22,307
8,6.4,10.4,13.9,20,326
8,5.7,9.3,12.3,23,289
8,6.4,9.5,12.9,22,302
8,6.4,10.4,13.9,20,326
8,6.4,9.5,12.9,22,302
8,6.2,10.7,14.5,19,339
8,6.2,11.4,15.1,19,353
6,3.6,8.9,11.5,25,271
6,3.6,7.7,10.3,27,240
6,3.6,8.9,11.5,25,271
6,3.6,12.4,15.9,18,264
6,3.6,7.7,10.3,27,240
6,3.6,10.3,13.9,20,229
8,5.7,9.6,12.9,22,302
8,5.7,9.3,12.3,23,289
8,6.4,9.5,12.9,22,302
6,3.6,8.6,10.9,26,257
6,3.6,8.6,10.9,26,257
6,3.6,11.7,14.8,19,243
8,5.7,10,13.4,21,313
8,6.4,9.5,12.9,22,302
8,6.2,10.7,14.5,19,339
4,2,6.5,8.1,35,189
4,2.4,6.8,8.6,33,202
4,2.4,6.7,8.8,32,205
4,2,7,8.6,33,201
4,2,9.3,11.5,25,187
4,2.4,7.5,9.2,31,215
4,2.4,7,8.8,32,207
4,1.4,5.9,7.3,39,171
4,1.4,5.8,7.3,39,171
6,3.6,9.5,11.3,25,265
8,5.7,10.7,14,20,329
6,3.6,9.4,11.8,24,276
6,3.6,13.1,16.4,17,269
4,2.4,9.1,11.1,25,260
6,3.6,9.4,12.1,23,283
6,3.6,12.9,16.2,17,270
6,3.6,9.9,12.4,23,292
10,8.4,11.3,15.6,18,364
4,1.4,6.9,7.9,36,183
4,1.4,6.3,7.2,39,168
4,1.4,6.9,7.9,36,183
4,1.4,5.9,6.8,42,160
4,1.4,7.3,8.6,33,200
4,1.4,6.9,7.8,36,183
4,1.4,7.3,8.6,33,200
4,1.4,6.9,7.8,36,183
4,1.4,7.3,8.6,33,200
4,1.4,6.9,7.8,36,183
4,1.4,7.8,9.4,30,218
4,1.4,7.2,8.7,32,203
4,1.4,7.1,8.3,34,194
4,1.4,6.9,8.3,34,194
4,2.4,7.6,9.3,30,217
4,2.4,7.9,9.6,29,224
4,2,6.4,6,47,140
4,2,7.8,9.8,29,231
4,2,7.9,9.8,29,228
6,3.5,9,11.4,25,268
4,2,8.4,10.3,27,240
6,2.7,9.8,11.9,24,278
6,3.5,9.6,11.8,24,278
4,1.6,7.4,8.9,32,208
4,2,7.9,9.6,29,224
4,2.5,7.6,9.4,30,220
4,1.6,7.9,9.4,30,220
4,2,8.4,10,28,236
6,3.5,11.9,14.3,20,334
6,3.5,12.1,14.4,20,338
4,2.3,8.5,10.8,26,253
6,3.5,9.6,12,24,280
6,3.5,12.9,16.1,18,264
4,2.3,9.1,11.3,25,265
6,3.5,10.7,13,22,305
6,3.5,10.4,12.6,22,295
6,3.5,14.1,17.2,16,282
6,2.7,9.2,10.9,26,256
6,3.5,9.8,11.9,24,278
6,2.7,9.8,11.2,25,263
6,3.5,10.7,12.9,22,303
6,3.5,9.6,11.6,24,272
6,3.5,13,15.7,18,261
8,5,10.6,13.2,21,309
8,5,14.3,17.8,16,292
8,5,11.8,14.5,19,341
8,5,14.3,17.8,16,293
6,2.7,10.1,11.7,24,275
6,3.5,10.7,12.9,22,303
6,2.7,10.7,12.3,23,288
6,3.5,11.7,13.8,20,324
6,3.5,10.6,12.5,23,292
6,3.5,14.3,16.9,17,278
8,5,11.3,13.8,20,324
8,5,15.1,18.7,15,306
8,5,12.4,14.8,19,347
8,5,15.3,18.8,15,310
4,1.6,6.4,7.6,37,180
4,1.6,6.5,7.6,37,179
3,1,5.5,6.6,43,153
4,1.6,7.1,8.1,35,191
6,3.5,10.2,12.7,22,298
6,3.5,10.7,12.9,22,303
6,3.5,11.2,13.7,21,322
3,1,5.9,7.3,39,171
3,1,5.7,6.8,42,160
4,2,6,7.6,37,178
4,2,8.3,10.3,27,170
4,2,6.2,7.8,36,183
4,2,8.6,10.5,27,175
4,2,6.6,8,35,188
4,2,8.9,10.8,26,179
4,2.3,9.3,10.9,26,255
4,2,7.7,9.2,31,217
4,1.5,6.5,8.4,34,197
4,1.5,6.3,8,35,188
4,2,7,8.9,32,210
4,2.5,6.9,8.9,32,209
4,2,7.5,9.3,30,220
4,2,5.7,5.5,51,130
4,2.3,7.4,9.4,30,219
4,2.3,7.6,9.2,31,217
6,3.7,8.5,10.7,26,253
6,3.7,8.4,11.2,25,264
8,5,9.5,12.4,23,292
8,5,9.4,12.7,22,298
4,2.3,8,10,28,234
8,5,10,13,22,304
8,5.2,11,14.2,20,334
6,3.5,12.7,14.6,19,342
6,3.7,13.2,15.2,19,356
6,3.7,18.6,21,13,345
4,2,8.1,10.1,28,237
6,3.5,8.7,11.1,25,260
6,3.5,11.6,14.9,19,248
6,3.5,9.8,12.5,23,293
6,3.5,9.8,12.4,23,291
6,3.5,13.3,16.3,17,271
4,1.6,8,9.5,30,223
4,2.5,8.6,10.4,27,243
4,2.5,8.6,10.4,27,243
4,2.5,11.8,14.2,20,233
4,2.5,8.7,10.7,26,252
4,2.5,8.7,10.7,26,252
4,2.5,12,14.6,19,240
4,2.5,8.7,10.7,26,252
4,2.5,8.7,10.7,26,252
4,2.5,12,14.6,19,240
6,3.6,10.6,13.4,21,315
6,3.6,10.8,13.7,21,323
4,2.5,8.9,10.5,27,247
4,2.5,9.1,10.8,26,253
4,2.8,7.7,9.4,30,252
6,3.6,9.2,11.3,25,265
4,2.5,9.6,11.3,25,265
4,2.8,8.2,10.3,27,277
6,3.6,9.9,11.9,24,279
8,6,14.9,18.8,15,441
8,6,16,19.8,14,465
8,5.3,10.4,12.7,22,298
8,6.2,11.4,14,20,327
6,4.3,10,11.9,24,280
6,4.3,14.4,17.1,17,284
8,5.3,10.4,12.7,22,298
8,5.3,14,17.2,16,286
8,5.3,10.7,13.1,22,307
8,6.2,11.6,14.2,20,332
6,4.3,10.7,12.6,22,296
6,4.3,15.3,18.1,16,301
8,5.3,10.7,13.1,22,306
8,5.3,14.4,17.8,16,295
8,5.3,11.2,13,22,304
4,2.4,7.3,9.1,31,214
6,3.6,9.5,12.1,23,285
4,2.4,7.3,9.1,31,214
4,2.4,10.8,13.4,21,221
4,2.4,8.2,10,28,235
6,3.6,10.1,12.8,22,300
8,5.3,10.4,13,22,304
8,5.3,10.4,13,22,304
8,5.3,14,17.6,16,288
8,5.3,10.8,13.2,21,310
8,6.2,11.1,13.8,20,323
8,5.3,10.8,13.2,21,310
8,5.3,14.5,18,16,300
8,5.3,10.4,13,22,304
8,5.3,10.4,13,22,304
8,5.3,14,17.6,16,288
8,5.3,10.8,13.3,21,312
8,6.2,11.7,14.3,20,334
8,5.3,10.8,13.3,21,312
8,5.3,15.3,19.1,15,317
4,2.4,7.2,8.9,32,207
6,3.5,7.3,9.5,30,223
6,3.5,8.3,10.9,26,253
4,2.4,6.4,7.6,37,177
6,3.5,7,9.4,30,219
4,2.4,6.8,8,35,187
4,1.5,5.6,6.7,42,155
4,2,5.8,6.9,41,162
4,2,6.1,7.7,37,179
4,1.5,5.5,6.7,42,157
4,2,5.8,6.9,41,162
4,2,5.9,7.5,38,176
4,2.4,6.9,7.9,36,186
4,2.4,7.5,8.6,33,202
4,1.5,6.4,6.8,42,157
4,1.5,6.5,7.3,39,169
4,1.5,5.7,6.4,44,150
4,1.5,6.1,6.8,42,158
4,1.5,6.4,7.3,39,171
4,1.8,6.7,7.6,37,177
4,1.8,6.7,7.6,37,177
4,1.8,7,8.3,34,193
4,1.8,7.2,8.1,35,190
4,1.8,7.2,8.1,35,190
6,3.5,8.5,10.6,27,250
6,3.5,8.8,10.8,26,253
6,3.5,9.3,11.3,25,265
6,3.5,9.3,11,26,257
4,1.6,6.3,7.7,37,179
4,1.6,6.3,7.6,37,176
4,1.8,6.3,7.5,38,176
4,1.8,6.4,7.7,37,180
4,2,6.7,8.3,34,194
4,2,7,8.5,33,198
4,2,7.2,8.6,33,203
4,2,7.1,8.6,33,202
8,5,10.2,13.3,21,312
6,3.8,9.4,12.1,23,285
8,5,10.5,14.2,20,332
6,3.8,9.5,12.2,23,284
6,3.8,9.6,12.1,23,283
6,3.3,9.4,11.3,25,265
6,3.3,9.7,11.5,25,269
4,2.4,8.7,10.3,27,239
4,2,9.7,11.5,25,266
4,2.4,9.3,11.1,25,257
6,3.3,10.8,12.5,23,295
4,2,7.4,9.1,31,214
4,2.4,6.5,8.1,35,191
4,2.4,7,8.6,33,204
4,2,5.3,5.6,50,133
4,2,5.5,5.8,49,136
4,2,7.6,9,31,211
4,1.6,8.4,9.2,31,219
4,2,9,10.1,28,240
4,1.6,6.5,7.5,38,177
4,1.6,6.7,7.8,36,186
4,1.6,7.1,8.1,35,191
4,1.6,7,8.3,34,197
4,2,7.7,9.1,31,214
6,3,8.1,10.3,27,242
4,2,8.4,9.6,29,226
6,3,8.5,10.6,27,249
6,3,9,11.1,25,262
6,3,8.8,10.5,27,247
6,3,9.1,10.8,26,256
6,3.5,6.9,7.7,37,181
6,3.5,7.6,8.2,34,193
6,3.7,9.7,11.6,24,274
8,5.6,10.2,12.8,22,300
6,3.5,6.9,7.5,38,177
6,3.7,9.7,11.9,24,279
6,3.5,8.5,10.3,27,242
6,3.5,8.9,10.7,26,252
4,2.5,8.4,8.7,32,204
6,3.7,10.7,12.8,22,301
8,5.6,12.2,15.1,19,354
6,3,8.5,10.5,27,246
6,3,9.8,12.6,22,296
6,3,8.5,10.5,27,246
6,3,9.8,12.6,22,296
8,5,10.2,12.8,22,302
8,5,10.4,13.3,21,311
8,5,10.4,13.3,21,311
6,3,8.7,10.8,26,254
6,3,9.9,12.9,22,302
6,3,9.1,11.3,25,264
6,3,8.7,10.8,26,254
6,3,9.9,12.9,22,302
6,3,9.1,11.3,25,264
6,3,8.3,10.3,27,241
6,3,8.9,11.7,24,275
6,3,9.3,11.9,24,279
8,5,10.2,13.3,21,313
8,5,10.2,13.3,21,313
4,2.4,7.7,9.5,30,223
4,2.4,7.7,9.5,30,223
4,2.4,10.2,12.9,22,213
6,3.2,8.1,9.9,29,233
4,2.4,8.3,10,28,233
4,2.4,8.3,10,28,233
4,2.4,11,13.7,21,226
6,3.2,8.5,10.2,28,240
4,2.4,8.6,10.1,28,238
6,3.2,8.9,10.9,26,256
4,2.4,9.4,10.9,26,255
6,3.2,9,10.8,26,253
4,2,8.9,10,28,234
4,2,7.8,9.2,31,214
4,2.4,8.6,10,28,235
4,2.4,8.2,9.3,30,218
4,2.4,9.1,10.5,27,248
4,2.4,8.6,9.7,29,228
4,2.4,10.3,11.1,25,259
6,3.6,9.5,11.3,25,265
8,5.7,10.7,14,20,329
6,3,8.4,9.9,29,267
8,6.4,12.6,15.8,18,370
4,2,8.9,10,28,234
4,2,7.8,9.2,31,214
4,2.4,8.6,10,28,235
4,2.4,8.2,9.3,30,218
4,2.4,9.1,10.5,27,248
4,2.4,8.6,9.7,29,228
4,2.4,10.3,11.1,25,259
4,1.4,7.5,8.8,32,207
4,2.4,7.7,9.4,30,220
4,2.4,9.9,12.2,23,201
4,1.4,7.5,8.8,32,203
4,2.4,8,9.8,29,229
6,3.6,11.1,12.8,22,299
6,3.6,11,12.8,22,299
6,3.6,11.7,13.4,21,314
6,3.6,11.4,13.4,21,312
6,3.3,8.4,10.7,26,251
4,1.8,6.1,7.6,37,179
4,1.8,6.3,7.9,36,186
4,2,6.7,8.3,34,196
4,2,6.9,8.5,33,198
4,1.6,8,9.7,29,228
4,1.6,8.2,9.8,29,227
4,2,7.2,8.5,33,199
4,2,6.9,8.4,34,197
4,1.6,7.8,9.4,30,218
4,1.6,8.1,9.6,29,222
4,2,7.1,8.6,33,200
4,2,7.4,8.8,32,206
6,3.8,9.2,11.8,24,278
8,5,10.6,13.4,21,318
4,1.6,6.1,7.4,38,175
4,2,7.4,9.3,30,222
4,2.4,6.5,8.1,35,193
4,2.4,5.9,6.3,45,147
4,2.4,6.1,6.4,44,150
4,1.6,6.3,7.7,37,178
4,1.6,6.4,7.7,37,179
4,1.6,6.3,7.6,37,175
4,2,7.6,9,31,214
4,2,7.8,9.3,30,220
6,3.3,9.7,11.6,24,275
6,3.3,9.5,11.4,25,269
6,3.3,10.5,12.5,23,296
4,2,8.6,10.3,27,245
4,2.4,8.2,9.8,29,233
4,2,9.3,10.9,26,259
4,2.4,9.2,10.4,27,245
6,3.3,9.4,11.6,24,275
4,1.6,7.8,8.9,32,206
4,1.6,7.8,9,31,208
4,2,7.5,8.8,32,208
4,2,7.7,8.8,32,208
4,2.4,8.3,10,28,231
4,2.4,9.2,11.3,25,261
4,2,9.7,11.3,25,261
4,2.4,9.3,10.8,26,251
12,6.5,12.7,17.9,16,420
12,6.5,14.1,19.3,15,452
10,5.2,11.4,14.2,20,331
10,5.2,11.8,14.6,19,340
4,2,9,10.6,27,248
6,3,12.1,14.3,20,336
6,3,10.2,12.4,23,291
6,3,8.1,9.4,30,254
8,5,12.5,15.1,19,356
8,5,12.5,15.1,19,356
6,3,10.2,12.4,23,291
6,3,8.1,9.4,30,254
8,5,12.3,14.7,19,344
4,2,7.9,9.7,29,229
4,1.8,5.9,5.7,50,132
4,2.5,6.1,5.9,48,139
6,3.5,7.6,9.7,29,225
4,2,7.2,9,31,212
4,2,7.8,9.7,29,227
6,3.5,8.1,10.2,28,237
6,3.5,9,10.9,26,254
6,3.5,8.6,10.7,26,251
6,3.5,6.9,7.6,37,177
8,5,9.7,12.5,23,293
8,4.6,11.7,13.9,20,322
4,2,7.2,9,31,212
6,3.5,9.2,11.1,25,258
6,3.5,8.5,10.6,27,246
6,3.5,9.2,11.1,25,258
8,4.6,9.6,12.3,23,286
8,4.6,10.2,12.9,22,303
8,4.6,10.2,12.9,22,303
8,5,10.1,11.5,25,268
8,5.7,12.9,15.9,18,371
4,2,8.4,9.6,29,225
4,2,8.8,9.9,29,231
4,2.5,7.7,7.4,38,172
4,2,7.4,9,31,214
6,3.5,9.2,11.1,25,258
6,3.5,8.5,10.6,27,246
6,3.5,9.2,11.1,25,258
8,5,9.5,12.6,22,289
6,3.5,8.9,10.7,26,251
6,3.5,8.2,8,35,186
4,2,9,10.9,26,256
4,2.3,9.1,11.1,25,261
6,3.5,9.8,12.5,23,293
6,3.7,9.8,12.2,23,287
6,3.5,11.2,13.7,21,322
4,2,9.4,11.4,25,268
6,3.7,10.2,12.7,22,298
6,2.7,9.7,12.1,23,283
6,3.7,10.3,12.5,23,293
4,2,7,8.9,32,210
6,3.7,8.7,10.9,26,257
4,2,7.5,9.3,30,220
6,3.7,9.7,11.9,24,279
4,2,6,5.8,49,136
6,3.5,11.9,14.3,20,334
6,3.5,12.4,14.4,20,339
6,3,9.8,12.2,23,286
6,3,10,12.5,23,293
6,3,10,12.6,22,295
8,4.7,11.4,15.1,19,357
8,4.7,11.6,15.2,19,360
8,3.8,11,14,20,322
6,3,10.2,12.9,22,300
6,3,10.2,12.9,22,302
4,2,6.7,7.6,37,179
4,2,7.3,8.1,35,189
4,2,7.3,8.2,34,192
4,2.5,7.1,8.1,35,190
4,2,6.8,8,35,188
4,2,7.6,8.5,33,199
4,2.5,7.9,9,31,210
4,2,5.7,6.9,41,162
4,2,5.8,7,40,165
4,2.5,6.1,7.4,38,173
4,2.5,5.9,7.2,39,169
4,2.5,6.4,8,35,189
4,2,5.9,7,40,165
4,2,5.9,7.1,40,167
4,2.5,6.5,7.7,37,182
4,2.5,6,7.2,39,170
4,2.5,6.6,8.1,35,190
4,2.5,8.3,9.7,29,226
4,2.5,8.3,9.8,29,229
4,2.5,6.1,7.6,37,178
4,2.5,5.9,7.3,39,171
4,2.5,6.4,8.1,35,188
4,2,6.5,7.8,36,183
4,2,6.9,7.8,36,183
8,4,9.6,11.7,24,268
8,4,9.6,11.7,24,268
4,2,7.7,9.1,31,214
8,5.5,10.8,13.1,22,308
8,5.5,10.8,13.3,21,310
8,5.5,11,13.3,21,310
8,5.5,16.6,18.5,15,417
12,6,17.9,21.4,13,476
8,5.5,14,16.3,17,369
4,2,8.1,9.3,30,216
8,5.5,13.5,15.6,18,366
8,5.5,12.8,15.2,19,363
8,4,10.8,12.8,22,303
8,5.5,10.1,13.2,21,313
8,5.5,10.2,13,22,313
12,6,11.8,15.5,18,361
12,6,11.3,15,19,355
8,5.5,9.5,12.4,23,298
12,6,11.2,14.2,20,335
8,5.5,8.5,10.6,27,252
4,2,6.6,8,35,188
4,2,7.5,8.9,32,206
4,2,7.8,9,31,212
6,3,9.6,10.4,27,231
4,2,6.4,8.1,35,188
4,2,7.1,8.6,33,198
4,2,9.8,11.6,24,198
6,3,8.8,10.7,26,252
8,4.7,9.3,11.7,24,277
4,2.1,6,7.4,38,200
6,3.5,8.2,10.2,28,240
6,3,8.5,10.4,27,244
6,3,8.4,10.2,28,239
6,3,8.9,10.8,26,253
6,3,8.1,10,28,233
8,4.7,9.6,11.4,25,270
8,4.7,9.2,11.7,24,275
8,4.7,8.9,11.4,25,268
8,5.5,16.5,17.9,16,401
6,3,10,12,24,322
6,3,12.6,14,20,298
8,4.7,13.1,15.5,18,365
4,2,7.4,8.7,32,203
6,3,8,9.2,31,246
6,3,8.2,9.4,30,253
6,3,10.4,12,24,282
6,3,10.2,12,24,281
8,4.7,11.8,14.2,20,335
12,6,11.7,15.3,18,359
4,2,9.5,10.2,28,233
4,2,10.2,10.9,26,248
6,3,8.6,10.8,26,253
8,4.7,9.1,12.2,23,294
8,4.7,9.8,12.5,23,287
8,4.7,9.8,12.3,23,289
12,6,11,14.5,19,340
8,4.7,9.6,12.3,23,289
4,2,7.3,8.5,33,199
6,3.5,8.1,9.8,29,229
3,1.5,6.6,7.7,37,181
3,1.5,6,7.3,39,172
3,1.5,6.6,7.7,37,181
3,1.5,6,7.2,39,170
3,1.5,7,8.3,34,195
3,1.5,6.6,8.2,34,194
3,1.5,6.6,7.7,37,181
3,1.5,6,7.2,39,170
4,2,7,8.2,34,193
4,2,7,8.7,32,203
4,2,7,8.2,34,193
4,2,7,8.7,32,203
4,2,7,8.5,33,198
4,2,7.4,9.2,31,215
4,2,7,8.5,33,198
4,2,7,8.7,32,203
4,1.6,7.7,9,31,212
4,1.6,7.6,8.6,33,201
4,1.6,7.7,9,31,212
4,1.6,7.6,8.6,33,201
4,2,7.5,8.5,33,199
4,2,7.7,9.2,31,214
4,1.6,7.7,9,31,212
4,1.6,7.6,8.6,33,201
4,1.6,7.7,9,31,212
4,1.6,7.6,8.6,33,201
4,2,6.8,7.8,36,181
4,2,7,8.4,34,198
4,2.4,7.6,8.8,32,204
4,2.4,7.7,9.2,31,217
4,2.4,7.8,9.1,31,210
4,2,7.1,8.3,34,191
4,2,7.2,8.7,32,203
3,1.2,5.3,5.9,48,139
3,1.2,5.6,6.3,45,147
4,2.4,7.5,8.4,34,193
4,2.4,8.1,9,31,207
6,3,8.5,10.4,27,238
4,2,7.6,8.7,32,202
4,2,8,9.3,30,214
4,2.4,8.6,9.6,29,223
6,3.7,9.2,11.1,25,260
6,3.7,9.3,11.5,25,269
6,3.7,9.6,11.5,25,270
6,3.7,9.7,11.8,24,278
4,2.5,6,7.5,38,176
6,3.5,7.4,9,31,212
4,2.5,6.3,7.7,37,181
4,2.5,10.4,12.1,23,285
4,2.5,10.2,11.3,25,266
6,4,10.3,12.7,22,300
6,4,11.3,13.7,21,322
6,4,11.2,13.3,21,313
6,3.8,10.5,12.6,22,294
4,1.6,7.2,7.9,36,186
4,1.6,6.9,7.8,36,183
4,1.6,7.5,8.2,34,194
4,1.6,7.5,8.3,34,194
4,1.6,8.1,8.8,32,208
6,3.5,7.8,9.5,30,223
4,1.6,6.6,7.8,36,184
4,1.6,6.6,7.7,37,182
6,3.5,8.2,9.8,29,230
6,3.5,8.3,9.9,29,232
4,2,9,9.4,30,220
6,3.5,8.6,10.4,27,245
6,3.5,8.9,10.7,26,251
6,3.5,9,11,26,258
4,2.5,7.1,8.2,34,194
4,2.5,7.4,8.6,33,201
4,1.8,6.1,7.2,39,167
4,1.8,6.6,7.9,36,184
4,1.6,6,6.8,42,161
4,1.6,6.5,7.6,37,179
6,3.4,8.4,10.1,28,238
6,3.4,8.6,10.6,27,249
6,3.4,8.4,10.1,28,236
6,3.4,8.7,10.7,26,251
6,3.8,9,11,26,259
6,3.8,9,11.2,25,262
6,3.8,9.2,11.1,25,260
6,3.8,9.3,11.6,24,272
6,3.8,8.7,10.5,27,245
6,3.8,8.7,10.7,26,252
6,3.8,8.7,10.6,27,250
6,3.8,8.9,10.9,26,255
6,3.4,8.5,10.2,28,240
6,3.4,8.7,10.7,26,251
6,3.4,8.8,10.5,27,246
6,3.4,9,10.9,26,257
6,3.8,9.2,11.1,25,260
6,3.8,9.2,11.3,25,265
6,3.8,9.4,11.4,25,268
6,3.8,9.3,11.6,24,272
6,3.8,8.9,10.7,26,251
6,3.8,8.9,11,26,258
6,3.8,9.1,11,26,257
6,3.8,9.2,11.2,25,262
6,3.8,11.5,14,20,329
6,4,11.8,14.3,20,334
6,3.4,8.9,10.8,26,253
6,3.4,9,11.1,25,261
6,3.8,9.3,11.2,25,260
6,3.8,9.2,11.4,25,267
6,3.8,9.6,11.9,24,278
6,3.8,9.6,11.9,24,278
6,3.8,9.6,11.9,24,278
6,3.8,9.6,11.9,24,278
6,2.7,7.4,9.2,31,217
6,2.7,7.9,9.9,29,232
6,3.4,7.7,9.5,30,222
6,3.4,8.9,10.7,26,250
6,3.4,7.9,9.8,29,230
6,3.4,8.6,10.4,27,245
6,3.8,9.9,11.6,24,272
6,3.6,9.7,11.8,24,277
6,3,8.4,9.8,29,270
6,3.6,10.4,12.8,22,300
6,3.6,9.6,12.2,23,286
8,4.8,11.2,14.2,20,334
8,4.8,11.2,14.3,20,336
6,2.7,7.4,9.2,31,217
6,2.7,7.9,9.9,29,232
6,3.8,10.1,11.8,24,277
6,3.4,7.7,9.5,30,222
6,3.4,8.9,10.7,26,250
6,3.4,7.9,9.8,29,230
6,3.4,8.6,10.4,27,245
6,3,10.3,12.2,23,285
6,3.6,10.1,12.3,23,287
6,3.6,8.4,10.9,26,255
8,4.8,9.7,12.7,22,298
6,3,8.8,11.4,25,267
6,3.6,8.7,11.1,25,262
6,3,8.8,11.4,25,267
6,3,8.9,11.5,25,271
8,4.8,9.7,12.8,22,300
8,4.8,9.8,12.9,22,303
8,4.8,9.7,12.8,22,300
8,4.8,9.8,12.9,22,303
6,3.6,9.5,11.9,24,279
6,3.6,13.6,16.8,17,279
6,3.6,9.3,11.3,25,264
8,5.7,12,14.8,19,348
8,5.7,10.9,13.6,21,319
6,3,8.4,10.2,28,272
6,3,8,9.8,29,264
6,3.6,10.1,12.6,22,294
6,3.6,14.5,17.8,16,296
8,5.7,12.7,15.4,18,362
8,5.7,11.5,14.1,20,330
6,3,8.8,10.6,27,283
4,2.4,8.1,9.8,29,231
12,6.6,12.4,16.1,18,373
12,6.6,12.4,16.1,18,373
12,6.7,12.7,17.2,16,403
12,6.7,12.9,17.2,16,404
12,6.7,12.7,17.2,16,403
12,6.7,12.9,17.2,16,404
12,6.6,11.8,15.6,18,367
4,2,7,8.4,34,197
4,2,7.9,9.6,29,224
4,1.8,6.3,7.4,38,173
4,1.8,6.6,7.7,37,180
4,2.5,7.6,9,31,211
4,2.5,7.7,9,31,210
3,0.9,6.1,6.9,41,157
3,0.9,6.1,6.9,41,157
4,2,7,8.4,34,197
4,2,7.9,9.6,29,224
4,2,8.5,9.4,30,222
4,2.5,7.5,8.7,32,204
4,2.5,8.4,9.6,29,227
4,2,6.4,7.6,37,177
4,2,7,8.4,34,197
4,2,6.4,7.6,37,177
4,2,7,8.4,34,197
4,2.5,6.5,7.9,36,185
4,2.5,7.8,9.4,30,220
6,3.6,8.2,10.2,28,239
4,2.5,7.1,8.3,34,196
4,2.5,8.2,9.7,29,228
6,3.6,8.6,10.5,27,246
4,2,9.5,11.2,25,254
4,2,8.4,10,28,233
4,2.5,10.2,12.2,23,285
4,2,7,8.1,35,191
4,2,7.7,9.1,31,214
4,2,6.9,7.5,38,175
6,4,11.1,12.8,22,298
6,4,11.1,12.8,22,298
6,3.5,7.6,9.7,29,225
4,2.5,6.7,8.2,34,192
6,3.5,7.7,9.5,30,222
4,2.5,6,5.7,50,134
4,2.5,6,5.9,48,137
4,1.8,6.5,7.6,37,179
4,1.8,6.2,7.3,39,171
4,1.8,6.1,7.1,40,166
4,1.8,6.4,7.5,38,174
4,1.8,5.6,6.8,42,160
4,1.8,6,6.9,41,162
6,3.5,9.3,11.1,25,260
6,3.5,9.8,11.6,24,272
6,3.5,8.4,8.5,33,198
6,3.5,8.3,8.4,34,195
4,1.8,4.6,4.5,63,104
4,1.5,5.1,4.7,60,111
4,1.8,5.8,5.6,50,131
4,2.5,7.7,9,31,212
4,2.5,8.2,9.5,30,220
4,2.5,7.6,7.2,39,169
4,2.5,7.6,8.9,32,208
4,2.5,8.1,9.4,30,220
8,5.7,14,16.6,17,382
6,3.5,9.5,11.4,25,267
6,3.5,10.2,12.5,23,290
4,2.7,10,11.1,25,261
6,3.5,10,11.4,25,267
4,2.7,10.5,11.7,24,274
4,2.7,11.4,11.9,24,279
6,3.5,10.5,11.9,24,280
6,3.5,11.2,12.5,23,292
6,3.5,11.7,12.9,22,300
8,4.6,12.3,14.3,20,335
8,5.7,13,15.4,18,360
8,4.6,12.9,15.1,19,351
8,5.7,14.1,16.3,17,380
4,2.7,9,10.4,27,244
6,3.5,9,10.9,26,256
4,2.7,9.2,10.5,27,241
6,3.5,9.3,11.3,25,263
4,1.5,5.6,6.4,44,151
4,1.5,5.7,6.7,42,157
4,1.5,6.6,7.3,39,170
4,1.5,6.3,7.1,40,165
4,1.8,7,8.4,34,196
4,1.8,6.9,8.4,34,196
4,1.8,7,8.4,34,196
4,1.8,7.5,8.7,32,203
4,2,7.7,9.3,30,217
4,1.8,6.5,8.1,35,189
4,1.8,6.4,8,35,187
4,2,7.2,8.5,33,198
4,2,6.9,8.3,34,193
4,2,7.9,9.3,30,216
4,2,7.7,9.4,30,220
4,1.8,6.8,8.2,34,193
